PRICE,HOA,SQUARE_FEET,BEDS,BATHS,PROPERTY_TYPE,CITY,URL
1550000,,1318,3,2.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/550-Maple-Ave-94085/home/657471
598000,399,784,1,1.0,CONDO,SUNNYVALE,/CA/Sunnyvale/705-San-Conrado-Ter-94085/unit-3/home/1827947
1480000,,1056,3,2.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/610-N-Bayview-Ave-94085/home/656357
1415000,,1044,3,1.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/580-Morse-Ave-94085/home/544178
1230000,,1865,4,2.0,MULTI_FAMILY_2_4,SUNNYVALE,/CA/Sunnyvale/509-N-Fair-Oaks-Ave-94085/home/656126
1400000,,1056,3,1.5,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/414-N-Fernwood-Cir-94085/home/1398103
1870000,62,1468,3,2.5,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/514-Isla-Vista-Ter-94085/home/1495280
1480000,,1022,3,1.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/582-Madrone-Ave-94085/home/1576280
1580000,,1132,3,1.5,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/301-Beechnut-Ave-94085/home/1187831
1620000,,1495,4,2.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/333-N-Murphy-Ave-94085/home/658949
1700000,,1056,3,2.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/671-Carolina-Ave-94085/home/656234
1599000,,1097,3,1.5,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/607-Morse-Ave-94085/home/1723138
1765000,,1468,3,3.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/636-Santa-Cruz-Ter-94085/home/1524534
1608000,332,1817,4,3.5,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/317-Santa-Diana-Ter-94085/home/95957071
638000,399,784,1,1.0,CONDO,SUNNYVALE,/CA/Sunnyvale/714-San-Conrado-Ter-94085/unit-2/home/941942
1690000,,1194,3,2.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/184-W-Arbor-Ave-94085/home/1340584
1175000,,790,2,1.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/305-N-Murphy-Ave-94085/home/1772980
1470000,,1044,3,1.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/570-Maple-Ave-94085/home/1763601
1980000,,1723,4,3.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/558-E-Duane-Ave-94085/home/1589922
905000,436,996,2,2.0,CONDO,SUNNYVALE,/CA/Sunnyvale/611-San-Conrado-Ter-94085/unit-6/home/1138000
1430000,,1481,4,2.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/558-Worley-Ave-94085/home/656107
1500000,,1190,3,2.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/581-Gresham-Ave-94085/home/1500442
1344098,295,1375,2,2.5,CONDO,SUNNYVALE,/CA/Sunnyvale/383-Camarillo-TER-94085/unit-3006/home/176501393
1757250,62,1694,4,2.5,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/616-Santa-Catalina-Ter-94085/home/656266
1400000,332,1534,3,2.5,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/328-N-Fair-Oaks-Ave-94085/home/95957113
2025000,,2744,4,3.5,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/446-Banning-Ave-94086/home/659155
2010000,,1626,3,2.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/8-Oak-Ct-94086/home/1398130
1845000,8,1615,3,2.5,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/135-Anchor-Bay-Ter-94086/home/730147
1300000,,667,2,1.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/374-Lastreto-Ave-94085/home/659043
1875000,,2651,6,3.0,MULTI_FAMILY_2_4,SUNNYVALE,/CA/Sunnyvale/378-America-Ave-94085/home/1827929
1612000,332,1781,4,3.5,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/391-Santa-Diana-Ter-94085/home/95957092
1775000,,1585,3,2.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/602-N-Bayview-Ave-94085/home/646241
1850000,,1474,3,2.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/548-N-Bayview-Ave-94085/home/608329
1600000,388,1920,4,3.5,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/507-San-Augusto-Ter-94085/home/143043057
1650000,,1148,3,2.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/617-San-Diego-Ave-94085/home/1531932
1600000,58,1384,3,2.5,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/606-Santa-Cruz-Ter-94085/home/814402
1800000,,1266,3,2.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/688-Carolina-Ave-94085/home/657505
1338000,,1132,3,1.5,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/321-Beechnut-Ave-94085/home/880321
1818000,,1500,4,2.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/306-Schroeder-St-94085/home/1723164
1720000,,1008,2,1.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/190-N-Murphy-Ave-94086/home/1447781
1576237,300,1790,3,3.5,CONDO,SUNNYVALE,/CA/Sunnyvale/380-Camarillo-TER-94085/unit-2901/home/174774750
2015000,,1453,3,2.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/347-N-Bayview-Ave-94085/home/1508897
1510500,,1288,3,2.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/325-N-Murphy-Ave-94085/home/1398124
1870000,,1952,3,2.5,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/354-Orchard-Ave-94085/home/1717936
905000,436,996,2,2.0,CONDO,SUNNYVALE,/CA/Sunnyvale/703-San-Conrado-Ter-94085/unit-6/home/689729
621000,392,784,1,1.0,CONDO,SUNNYVALE,/CA/Sunnyvale/615-San-Conrado-Ter-94085/unit-3/home/1763598
1600000,,1262,3,2.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/393-S-Fernwood-Cir-94085/home/1576152
1865000,,2651,,,MULTI_FAMILY_2_4,SUNNYVALE,/CA/Sunnyvale/384-America-Ave-94085/home/1071323
1425000,,1546,4,2.0,MULTI_FAMILY_2_4,SUNNYVALE,/CA/Sunnyvale/476-N-Bayview-Ave-94085/home/1379402
1779146,305,1679,3,2.5,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/660-Harcot-TER-94085/home/174604472
857000,451,1078,2,2.0,CONDO,SUNNYVALE,/CA/Sunnyvale/705-San-Conrado-Ter-94085/unit-8/home/1351327
1375000,,884,2,1.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/593-Borregas-Ave-94085/home/658497
1650000,,1600,4,2.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/830-Dwight-Ave-94086/home/969214
2404000,,1146,,,MULTI_FAMILY_2_4,SUNNYVALE,/CA/Sunnyvale/475-N-Fair-Oaks-Ave-94085/home/1304004
2180000,,1616,3,3.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/326-Jackson-St-94085/home/1355257
1560000,232,1580,3,2.5,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/211-San-Ardo-Ter-94086/home/56170129
1388000,295,1378,2,2.5,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/777-Santa-Cecilia-Ter-94085/home/176303985
610000,287,621,1,1.0,CONDO,SUNNYVALE,/CA/Sunnyvale/346-Dunsmuir-Ter-94085/unit-10/home/1259738
1275000,295,1378,2,2.5,CONDO,SUNNYVALE,/CA/Sunnyvale/745-Santa-Cecilia-Ter-94085/home/173060457
1790000,116,2034,4,3.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/790-Santa-Cecilia-Ter-94085/home/172733389
1147000,,851,2,1.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/741-Borregas-Ave-94085/home/1799141
1560000,,1070,3,2.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/693-Santa-Coleta-Ct-94085/home/685544
950000,,996,3,1.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/709-Georgia-Ave-94085/home/1223980
1818000,295,2190,4,3.5,CONDO,SUNNYVALE,/CA/Sunnyvale/326-Alviso-Ter-94085/home/173686322
1770000,116,2034,4,3.0,CONDO,SUNNYVALE,/CA/Sunnyvale/814-Santa-Cecilia-Ter-94085/home/172929480
1100000,,1026,3,1.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/126-N-Murphy-Ave-94086/home/1180068
1415000,116,1790,3,3.5,CONDO,SUNNYVALE,/CA/Sunnyvale/723-Santa-Cecilia-Ter-94085/home/173060475
1415000,232,1614,3,2.5,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/207-San-Ardo-Ter-94086/home/56254813
900000,425,1150,3,3.0,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/310-Dunsmuir-Ter-94085/unit-1/home/644307
1820000,295,2333,4,3.5,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/773-Santa-Cecilia-Ter-94085/home/172936680
1695000,344,1887,3,3.5,CONDO,SUNNYVALE,/CA/Sunnyvale/775-Santa-Cecilia-Ter-94085/home/176304174
1631068,300,1887,3,3.5,CONDO,SUNNYVALE,/CA/Sunnyvale/392-Camarillo-Ter-94085/home/174969039
1634532,300,1887,3,3.5,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/743-Santa-Cecilia-Ter-94085/home/173281845
1770000,,1487,4,2.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/702-Georgia-Ave-94085/home/1691968
1560000,,1270,3,2.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/329-Orchard-Ave-94085/home/1697266
1880000,63,1638,3,2.5,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/137-W-Ferndale-Ave-94085/home/1249947
1250000,,996,3,1.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/726-Morse-Ave-94085/home/1723134
1641500,295,2333,4,3.5,CONDO,SUNNYVALE,/CA/Sunnyvale/771-Santa-Cecilia-Ter-94085/unit-2708/home/170016897
1475000,116,1869,3,3.5,CONDO,SUNNYVALE,/CA/Sunnyvale/335-Alviso-Ter-94085/unit-2401/home/172929483
675000,283,621,1,1.0,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/346-Dunsmuir-Ter-94085/unit-7/home/658391
1718000,,1867,4,3.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/662-Borregas-Ave-94085/home/1092551
1300000,,1132,3,1.5,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/529-Pine-Ave-94085/home/1868060
1095000,,996,3,1.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/774-Morse-Ave-94085/home/1423347
1964000,,2808,8,4.0,MULTI_FAMILY_2_4,SUNNYVALE,/CA/Sunnyvale/354-Angel-Ave-94086/home/1240582
1000000,,700,2,1.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/147-Beemer-Ave-94086/home/1643666
2200000,,1989,4,2.5,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/343-Beemer-Ave-94086/home/685598
690000,308,470,1,1.0,CONDO,SUNNYVALE,/CA/Sunnyvale/346-Dunsmuir-Ter-94085/unit-5/home/913895
1625000,300,1718,3,3.5,CONDO,SUNNYVALE,/CA/Sunnyvale/779-Santa-Cecilia-Ter-94085/home/176293674
1360000,295,1378,2,2.5,CONDO,SUNNYVALE,/CA/Sunnyvale/763-Santa-Cecilia-Ter-94085/home/176498000
1660000,344,1869,3,3.5,CONDO,SUNNYVALE,/CA/Sunnyvale/393-Camarillo-Ter-94085/home/176498024
1460000,,1331,3,2.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/368-Garner-Dr-94089/home/583551
24000000,,37136,,,MULTI_FAMILY_5,SUNNYVALE,/CA/Sunnyvale/126-W-Ahwanee-Ave-94085/home/608222
300000,,1086,3,1.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/1004-Essex-Ave-94089/home/1208331
1626000,,1154,3,2.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/226-E-Hemlock-Ave-94085/home/1691914
1300000,,1027,3,1.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/789-Manzanita-Ave-94085/home/1255113
1782500,116,2112,4,3.0,CONDO,SUNNYVALE,/CA/Sunnyvale/808-Santa-Cecilia-Ter-94085/home/172929477
224900,,1464,2,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/1111-Morse-Ave-94089/unit-96/home/174592930
150000,,1040,2,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/1050-Borregas-Ave-94089/unit-106/home/63743885
269000,,1522,3,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/1050-Borregas-Ave-94089/unit-92/home/1131245
220000,,1353,3,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/580-Ahwanee-Ave-94085/unit-34/home/1398098
339600,,1770,3,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/1050-Borregas-Ave-94089/unit-159/home/1465633
1528000,255,1615,3,2.5,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/408-Timor-Ter-94089/home/17292659
920000,392,996,2,2.0,CONDO,SUNNYVALE,/CA/Sunnyvale/709-San-Conrado-Ter-94085/unit-6/home/1527992
229000,,1800,2,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/1111-Morse-Ave-94089/unit-127/home/174700871
150000,,1536,2,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/1111-Morse-Ave-94089/unit-196/home/113794124
1450000,245,1572,3,2.5,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/1106-Interlaken-Ter-94089/home/95956944
650000,375,926,2,1.0,CONDO,SUNNYVALE,/CA/Sunnyvale/767-N-Fair-Oaks-Ave-94085/unit-4/home/1398179
140000,,1140,2,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/1111-Morse-Ave-94089/unit-61/home/962420
650000,375,926,2,1.0,CONDO,SUNNYVALE,/CA/Sunnyvale/757-N-Fair-Oaks-Ave-94085/unit-3/home/980245
169900,,1440,2,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/1050-Borregas-Ave-94089/unit-80/home/18891484
190000,,1440,2,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/1111-Morse-Ave-94089/unit-53/home/173703596
168500,,1488,2,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/1111-Morse-Ave-94086/unit-56/home/176306935
165000,,1043,2,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/1111-Morse-Ave-94089/unit-233/home/63743169
1380000,388,1459,2,2.5,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/1194-Gliessen-Ter-94089/home/17288676
850000,470,1134,3,2.0,CONDO,SUNNYVALE,/CA/Sunnyvale/765-N-Fair-Oaks-Ave-94085/unit-4/home/1660009
275000,,1680,3,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/1111-Morse-Ave-94089/unit-67/home/40175923
219900,,1776,2,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/1050-Borregas-Ave-94089/unit-166/home/17289619
224000,,1488,2,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/1111-Morse-Ave-94086/unit-83/home/176063690
1305000,350,1390,3,3.0,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/403-Topaz-Ter-94089/home/41395833
1630000,,1740,3,3.0,CONDO,SUNNYVALE,/CA/Sunnyvale/1033-Lyon-Ter-94089/home/17292703
259000,,1616,3,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/1111-Morse-Ave-94089/unit-224/home/1034813
359000,,1780,3,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/1050-Borregas-Ave-94089/unit-169/home/1273643
249900,,1728,2,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/1050-Borregas-Ave-94089/unit-168/home/63743750
289000,,1693,3,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/1050-Borregas-Ave-94089/unit-14/home/1322779
295000,,1632,2,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/1050-Borregas-Ave-94089/unit-94/home/63743327
90000,,1440,2,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/1050-Borregas-Ave-94089/unit-51/home/52624163
1420000,,1333,3,2.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/1099-Duncan-Ave-94089/home/1159165
1250000,,1260,4,2.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/1098-Bradford-Dr-94089/home/1446014
1450000,300,1615,3,3.5,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/1012-Jena-Ter-94089/home/12178353
1200000,,1189,3,1.5,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/1046-Fulton-Ave-94089/home/1349280
329000,,1743,3,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/1111-Morse-Ave-94089/unit-205/home/63743208
230000,,1595,3,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/1111-Morse-Ave-94089/unit-149/home/63745729
1551000,421,1762,3,3.5,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/432-Topaz-Ter-94089/home/41395854
1250000,510,1866,4,3.5,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/109-Gaia-Ter-94089/home/168867970
1568000,,1762,3,4.0,CONDO,SUNNYVALE,/CA/Sunnyvale/441-Topaz-Ter-94089/home/41395706
1580000,220,1615,3,2.5,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/1035-Lyon-Ter-94089/home/17292489
1320000,320,1579,2,2.5,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/1051-Jena-Ter-94089/home/12178373
695000,375,926,2,1.0,CONDO,SUNNYVALE,/CA/Sunnyvale/771-N-Fair-Oaks-Ave-94085/unit-1/home/941869
1240000,402,1392,2,2.5,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/401-Paria-Ter-94089/home/17291146
1460000,315,1725,4,3.5,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/1049-Jena-Ter-94089/home/12178372
1636000,,1740,3,2.5,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/415-Timor-Ter-94089/home/12178342
1400000,380,1460,3,2.5,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/411-Spencer-Ter-94089/home/52672071
1490000,421,1762,3,4.0,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/418-Topaz-Ter-94089/home/39599925
616000,375,926,2,1.0,CONDO,SUNNYVALE,/CA/Sunnyvale/785-N-Fair-Oaks-Ave-94085/unit-3/home/1294354
140000,,1484,2,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/1111-Morse-Ave-94089/unit-218/home/1163010
169000,,1464,2,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/1111-Morse-Ave-94089/unit-11/home/28939573
310000,,1710,3,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/1050-Borregas-Ave-94089/unit-140/home/44593422
369000,,1650,3,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/1050-Borregas-Ave-94089/unit-96/home/63743502
240000,,1482,3,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/1111-Morse-Ave-94089/unit-32/home/63743497
344900,,1656,3,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/1111-Morse-Ave-94089/unit-113/home/63742561
1490000,320,1615,3,3.5,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/1022-Jena-Ter-94089/home/12178710
1670000,255,1740,3,2.5,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/1036-Lyon-Ter-94089/home/17292683
1120000,,960,3,1.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/1061-Colton-Ave-94089/home/1498981
1150000,297,1097,2,2.5,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/401-Topaz-Ter-94089/home/39784278
674500,375,926,2,1.0,CONDO,SUNNYVALE,/CA/Sunnyvale/785-N-Fair-Oaks-Ave-94085/unit-5/home/1628524
1505000,269,1466,3,2.5,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/1095-Leuven-Ter-94089/home/52672079
1315000,270,1431,2,2.5,TOWNHOUSE,MOUNTAIN VIEW,/CA/Mountain-View/193-Fable-Ct-94043/home/17291748
1230000,505,1553,2,2.5,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/973-Asilomar-Ter-94086/unit-4/home/1867645
2350000,,2144,4,3.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/1171-Bodega-Dr-94086/home/1622294
1080000,415,1293,2,2.5,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/1002-Chula-Vista-Ter-94086/home/628251
1076000,,1168,2,2.0,CONDO,SUNNYVALE,/CA/Sunnyvale/1050-Chula-Vista-Ter-94086/home/1459393
1142500,540,1363,3,3.0,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/979-Belmont-Ter-94086/unit-6/home/1392037
1370000,458,2038,2,2.5,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/935-La-Mesa-Ter-94086/unit-A/home/1527404
1133500,,1500,4,3.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/837-Muender-Ave-94086/home/630287
535000,356,603,1,1.0,CONDO,SUNNYVALE,/CA/Sunnyvale/841-W-California-Ave-94086/unit-F/home/1735992
690000,540,854,2,1.0,CONDO,SUNNYVALE,/CA/Sunnyvale/971-Belmont-Ter-94086/unit-7/home/543145
340000,,1404,3,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-75/home/40176013
310000,,1440,3,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-98/home/1525015
1135000,530,1348,2,2.5,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/988-Belmont-Ter-94086/unit-1/home/630141
1450000,,1000,3,1.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/890-Lori-Ave-94086/home/1772404
1500000,550,1895,3,2.0,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/979-Asilomar-Ter-94086/unit-7/home/630544
1758000,,1522,2,2.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/212-Carbonera-Ave-94086/home/934804
820000,468,1012,2,2.0,CONDO,SUNNYVALE,/CA/Sunnyvale/430-Costa-Mesa-Ter-94085/unit-F/home/1115160
1650000,277,1908,4,3.5,TOWNHOUSE,MOUNTAIN VIEW,/CA/Mountain-View/388-Circuit-Way-94043/home/160717510
1208888,530,1363,3,3.0,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/968-Belmont-Ter-94086/unit-8/home/1228185
1250000,495,2120,2,2.5,CONDO,SUNNYVALE,/CA/Sunnyvale/923-La-Mesa-Ter-94086/unit-E/home/941250
1265000,460,2082,3,2.5,CONDO,SUNNYVALE,/CA/Sunnyvale/970-La-Mesa-Ter-94086/unit-B/home/1667243
1928000,,1280,3,2.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/877-Coolidge-Ave-94086/home/1722673
2252000,,1727,4,2.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/228-Corral-Ave-94086/home/1115107
1360000,505,1553,2,2.5,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/968-Asilomar-Ter-94086/unit-4/home/1115178
330000,,1738,4,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-113/home/1080674
329000,,1740,3,2.0,MOBILE_HOME,SUNNYVALE,/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-52/home/1272840
2325000,,3763,,,MULTI_FAMILY_2_4,SUNNYVALE,/CA/Sunnyvale/1241-Coronado-Dr-94086/home/672913
1660000,338,1548,3,3.5,TOWNHOUSE,MOUNTAIN VIEW,/CA/Mountain-View/212-Hockney-Ave-94041/home/28895494
1350000,505,1553,2,2.5,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/993-Asilomar-Ter-94086/unit-3/home/879838
1625000,338,1548,3,3.5,TOWNHOUSE,MOUNTAIN VIEW,/CA/Mountain-View/480-Kahlo-St-94041/home/28895464
765000,468,880,2,1.0,CONDO,SUNNYVALE,/CA/Sunnyvale/448-Costa-Mesa-Ter-94085/unit-D/home/1653803
980000,468,1094,3,2.0,CONDO,SUNNYVALE,/CA/Sunnyvale/436-Costa-Mesa-Ter-94085/unit-A/home/629968
1480000,278,1355,2,2.5,TOWNHOUSE,MOUNTAIN VIEW,/CA/Mountain-View/3916-Degree-Ln-94043/home/167201253
1638000,338,1591,3,3.5,TOWNHOUSE,MOUNTAIN VIEW,/CA/Mountain-View/490-Kahlo-St-94041/home/28895493
1200000,,1602,4,3.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/877-Shirley-Ave-94086/home/1575610
892000,468,1012,2,2.0,CONDO,SUNNYVALE,/CA/Sunnyvale/466-Costa-Mesa-Ter-94085/unit-G/home/1708001
775000,438,880,2,1.0,CONDO,SUNNYVALE,/CA/Sunnyvale/436-Costa-Mesa-Ter-94085/unit-D/home/1345779
1400000,,1355,2,3.0,CONDO,MOUNTAIN VIEW,/CA/Mountain-View/342-Circuit-Way-94043/home/167201166
2051620,,1509,3,2.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/162-Butano-Ave-94086/home/627622
2010000,,1305,3,2.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/983-Carson-Dr-94086/home/578578
1195000,540,1329,2,2.5,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/964-Belmont-Ter-94086/unit-2/home/643515
1200000,500,2120,2,2.5,CONDO,SUNNYVALE,/CA/Sunnyvale/919-La-Mesa-Ter-94086/unit-B/home/628727
2300000,,1584,3,2.0,SINGLE_FAMILY_HOME,SUNNYVALE,/CA/Sunnyvale/149-Leota-Ave-94086/home/1102566
2100000,,3072,8,4.0,MULTI_FAMILY_2_4,SUNNYVALE,/CA/Sunnyvale/1131-Ayala-Dr-94086/home/1683957
1320000,495,2038,2,2.5,TOWNHOUSE,SUNNYVALE,/CA/Sunnyvale/975-La-Mesa-Ter-94086/unit-F/home/564038
